year	month	globe	globe_land	globe_ocean	nh	nh_land	nh_ocean	sh	sh_land	sh_ocean	trpcs	trpcs_land	trpcs_ocean	noext	noext_land	noext_ocean	soext	soext_land	soext_ocean	nopol	nopol_land	nopol_ocean	sopol	sopol_land	sopol_ocean	usa48	usa49	aust
2003	6	-0.14	-0.25	-0.09	-0.08	-0.25	0.03	-0.19	-0.23	-0.19	-0.18	-0.21	-0.18	-0.01	-0.26	0.21	-0.21	-0.28	-0.2	-0.11	-0.33	0.15	-0.66	-0.95	-0.52	-0.55	-0.47	-0.09
2003	7	-0.05	-0.1	-0.04	-0.11	-0.11	-0.11	0	-0.07	0.01	-0.01	-0.05	0	-0.14	-0.1	-0.17	-0.01	-0.14	0.01	0.16	0.33	-0.04	-0.49	-0.74	-0.36	0.3	0.3	0.36
2003	8	-0.03	-0.06	-0.02	0.04	0.11	-0.01	-0.11	-0.45	-0.03	0	-0.12	0.04	0.04	0.14	-0.05	-0.15	-0.62	-0.06	0.56	0.65	0.45	0.02	-0.48	0.26	0.43	0.31	-0.4
2003	9	-0.02	0.07	-0.06	0.07	0.07	0.07	-0.12	0.06	-0.15	-0.04	-0.18	0	0.12	0.13	0.1	-0.14	0.25	-0.21	0.28	0.52	0.01	0.31	0.4	0.26	-0.47	-0.53	0.72
2003	10	0.13	0.18	0.11	0.28	0.36	0.22	-0.02	-0.24	0.02	0.2	0.19	0.2	0.3	0.4	0.21	-0.12	-0.53	-0.05	0.94	1.09	0.76	-0.73	-0.81	-0.69	0.92	1.05	-0.92
2003	11	0.04	-0.29	0.17	-0.13	-0.43	0.06	0.21	0.04	0.25	0.18	0.12	0.19	-0.28	-0.57	-0.02	0.21	-0.04	0.26	-0.64	-0.88	-0.36	-0.03	-0.26	0.08	-0.31	-0.45	-0.05
2003	12	0.26	0.48	0.17	0.37	0.53	0.26	0.15	0.34	0.11	0.15	0.1	0.16	0.5	0.67	0.35	0.13	0.46	0.07	0.28	0.68	-0.18	0.34	0.87	0.08	0.38	0.31	0.68
2004	1	0.07	0	0.1	-0.04	-0.09	0	0.18	0.21	0.17	0.22	0.17	0.23	-0.16	-0.15	-0.16	0.14	0.2	0.13	0.36	0.25	0.49	0.27	0.57	0.13	-0.42	-0.42	-0.32
2004	2	0.09	0.31	0	0.22	0.34	0.15	-0.05	0.24	-0.11	0.12	-0.09	0.19	0.23	0.44	0.05	-0.1	0.52	-0.21	0.25	0.55	-0.09	0.33	0.96	0.03	-0.61	-0.5	0.8
2004	3	0.23	0.32	0.19	0.34	0.36	0.32	0.11	0.23	0.09	0.17	0.19	0.16	0.41	0.4	0.42	0.1	0.26	0.07	-0.1	-0.35	0.19	0.19	0.39	0.09	1.32	0.99	0.41
2004	4	0.02	-0.08	0.05	0.01	-0.14	0.1	0.02	0.05	0.02	-0.03	-0.07	-0.02	0.04	-0.15	0.21	0.04	0.11	0.03	0.17	-0.46	0.9	-0.22	0.02	-0.33	0.08	0.26	-0.02
2004	5	-0.05	-0.13	-0.01	0.06	-0.02	0.12	-0.16	-0.38	-0.11	-0.06	-0.06	-0.05	0.12	-0.04	0.26	-0.2	-0.55	-0.14	0.15	0.1	0.21	-0.54	-0.55	-0.54	0.35	0.7	-0.27
2004	6	-0.13	-0.31	-0.06	-0.28	-0.45	-0.16	0.01	0	0.01	-0.29	-0.43	-0.25	-0.27	-0.47	-0.09	0.16	0.38	0.12	-0.27	-0.4	-0.12	0	-0.06	0.03	-0.85	-0.38	1.39
2004	7	-0.36	-0.7	-0.23	-0.41	-0.61	-0.29	-0.31	-0.89	-0.19	-0.4	-0.43	-0.4	-0.43	-0.66	-0.23	-0.25	-1.23	-0.08	-0.26	-0.47	-0.02	-1.51	-2.61	-0.99	-0.83	-0.54	-0.34
2004	8	-0.22	-0.41	-0.15	-0.2	-0.43	-0.05	-0.25	-0.34	-0.23	-0.06	-0.09	-0.05	-0.29	-0.54	-0.08	-0.33	-0.5	-0.3	-0.03	-0.32	0.3	-0.96	-1.23	-0.84	-1.49	-0.86	-0.22
2004	9	-0.15	-0.25	-0.11	-0.2	-0.18	-0.21	-0.1	-0.38	-0.04	-0.25	-0.27	-0.24	-0.17	-0.17	-0.17	-0.03	-0.45	0.05	-0.36	-0.38	-0.33	-0.33	-0.96	-0.02	-0.13	-0.45	-0.55
2004	10	-0.01	-0.14	0.04	-0.08	-0.23	0.01	0.06	0.07	0.06	0.01	-0.04	0.02	-0.12	-0.29	0.03	0.07	0.16	0.06	-0.27	-0.54	0.06	-0.02	0.33	-0.18	-0.25	-0.13	0.53
2004	11	-0.07	0	-0.1	0	0.08	-0.05	-0.14	-0.18	-0.14	0.08	0	0.1	-0.04	0.09	-0.15	-0.27	-0.3	-0.26	-0.44	-0.13	-0.79	-0.33	-0.52	-0.24	0.09	0.01	-0.28
2004	12	-0.07	-0.2	-0.02	-0.1	-0.33	0.04	-0.04	0.1	-0.07	0.11	0.11	0.11	-0.21	-0.48	0.02	-0.13	0.17	-0.18	-1.23	-1.38	-1.05	0.29	0.96	-0.03	0.02	0.06	-0.45
2005	1	0.15	0.15	0.15	0.19	0.06	0.28	0.11	0.36	0.06	0.19	0.13	0.21	0.2	0.08	0.31	0.06	0.41	0	0.66	0.63	0.69	0.62	0.82	0.53	0.93	1.09	0.11
2005	2	0.02	-0.24	0.12	-0.09	-0.47	0.15	0.13	0.26	0.1	0.43	0.54	0.39	-0.38	-0.74	-0.06	-0.02	0.07	-0.04	0.44	0.07	0.86	-0.13	0.02	-0.2	0.4	0.25	-0.05
2005	3	0.06	0.04	0.07	0.12	-0.03	0.22	0	0.2	-0.04	0.35	0.3	0.37	-0.01	-0.13	0.09	-0.18	0.15	-0.24	0.58	0.53	0.64	-0.01	0.53	-0.26	-1.14	-0.72	-0.08
2005	4	0.2	0.31	0.16	0.29	0.37	0.23	0.12	0.16	0.11	0.31	0.35	0.3	0.26	0.39	0.14	0.03	-0.03	0.04	0.5	0.67	0.3	-0.19	-0.68	0.03	-0.08	0.03	1.28
2005	5	0.01	-0.07	0.04	-0.11	-0.15	-0.08	0.12	0.1	0.13	0.02	-0.09	0.05	-0.17	-0.12	-0.23	0.18	0.1	0.2	0.53	0.78	0.23	0.08	-0.1	0.16	-0.68	-0.34	0.44
2005	6	0.02	0.06	0	0.11	0.01	0.16	-0.07	0.18	-0.12	0.15	0.14	0.15	0.07	0	0.14	-0.17	0.16	-0.23	0.06	-0.03	0.16	0.34	0.6	0.22	-0.08	0	-0.21
2005	7	0.09	0.09	0.09	0.14	0.02	0.21	0.04	0.23	0.01	0.13	0.04	0.16	0.15	0.04	0.26	-0.02	0.31	-0.07	0.09	-0.11	0.33	-0.01	0.01	-0.02	0.51	0.3	0.49
2005	8	-0.02	-0.03	-0.02	0.04	-0.03	0.09	-0.09	-0.03	-0.1	0.06	0.09	0.05	0.03	-0.06	0.12	-0.18	-0.16	-0.18	0.11	0.08	0.14	-0.07	-0.57	0.17	-0.03	0.17	0.06
2005	9	0.08	0.15	0.05	0.08	0.17	0.01	0.08	0.09	0.08	0.12	0.12	0.13	0.03	0.18	-0.1	0.08	0.11	0.07	-0.49	-0.2	-0.82	0.17	0.72	-0.09	0.49	0.5	0.31
2005	10	0.11	0.27	0.05	0.16	0.32	0.06	0.06	0.17	0.04	-0.03	-0.03	-0.03	0.26	0.42	0.13	0.11	0.29	0.07	0.31	0.36	0.25	0.54	0.63	0.5	0.58	0.32	0.42
2005	11	0.07	0.18	0.03	0.09	0.27	-0.03	0.05	-0.03	0.07	0.08	0.1	0.08	0.09	0.32	-0.11	0.04	-0.13	0.07	0.68	1.17	0.12	-0.06	-0.46	0.13	0.57	0.15	0.3
2005	12	-0.03	0.19	-0.12	-0.02	0.12	-0.11	-0.05	0.34	-0.13	-0.04	-0.02	-0.05	-0.02	0.13	-0.15	-0.04	0.68	-0.17	1.01	1.23	0.76	0.78	1.67	0.36	-0.63	-0.21	0.45
2006	1	0.01	-0.07	0.04	-0.06	-0.16	0.01	0.07	0.13	0.06	-0.09	0.13	-0.16	-0.04	-0.28	0.16	0.17	0.25	0.15	-0.13	-1.18	1.08	0.09	-0.05	0.15	1.38	0.77	0.74
2006	2	0.01	0.1	-0.02	0.09	0.2	0.02	-0.07	-0.12	-0.06	0.09	0.23	0.04	0.1	0.17	0.04	-0.16	-0.32	-0.13	0.65	0.17	1.22	-0.12	-0.41	0.01	-0.45	-0.57	-0.37
2006	3	0.03	0	0.04	-0.03	-0.02	-0.03	0.08	0.05	0.09	-0.17	-0.17	-0.16	0.08	0.02	0.13	0.18	0.19	0.17	0.49	0.28	0.73	0.11	0.28	0.03	-0.58	-0.43	0.31
2006	4	-0.05	-0.08	-0.04	-0.1	-0.1	-0.09	-0.01	-0.02	0	-0.22	-0.28	-0.2	-0.04	-0.06	-0.03	0.12	0.21	0.11	-0.83	-1.15	-0.47	0.09	0.28	0	1.49	0.97	0.27
2006	5	-0.21	-0.31	-0.18	-0.1	-0.1	-0.1	-0.32	-0.76	-0.23	-0.32	-0.44	-0.28	0	-0.02	0.01	-0.32	-1.01	-0.19	0.02	-0.04	0.09	-0.97	-1.43	-0.75	0.2	0.22	-0.84
2006	6	-0.08	0.01	-0.11	-0.03	0.08	-0.1	-0.12	-0.17	-0.11	-0.15	-0.24	-0.12	0.04	0.17	-0.07	-0.12	-0.11	-0.12	0.28	0.43	0.11	-0.09	-0.21	-0.03	0.19	0.1	-0.56
2006	7	-0.02	-0.01	-0.02	0.03	0.05	0.02	-0.07	-0.15	-0.05	0.06	0.04	0.06	0.01	0.03	-0.02	-0.12	-0.23	-0.1	-0.05	-0.13	0.04	-0.75	-1.28	-0.5	0.62	0.45	-0.15
2006	8	0	0.05	-0.02	-0.02	-0.08	0.02	0.02	0.37	-0.05	0.01	-0.02	0.02	-0.03	-0.1	0.04	0.02	0.66	-0.09	0.06	-0.07	0.21	0.22	1.23	-0.26	0.03	-0.19	0.76
2006	9	-0.02	-0.01	-0.03	0.03	0.08	0	-0.08	-0.23	-0.05	-0.11	-0.25	-0.07	0.12	0.16	0.08	-0.08	-0.18	-0.06	1	1.19	0.77	-0.34	-0.47	-0.28	-1.37	-0.92	0.17
2006	10	0.06	-0.02	0.1	-0.01	-0.07	0.03	0.13	0.1	0.14	0.15	0.06	0.18	-0.08	-0.11	-0.06	0.11	0.15	0.11	-0.22	-0.34	-0.08	0.02	-0.19	0.12	-0.82	-0.61	0.29
2006	11	-0.06	-0.06	-0.06	-0.1	-0.12	-0.09	-0.01	0.07	-0.03	-0.04	-0.19	0	-0.12	-0.1	-0.14	-0.02	0.24	-0.06	0.03	-0.12	0.2	-0.12	-0.1	-0.13	0.25	-0.11	0.62
2006	12	0.05	0.15	0.01	0.2	0.4	0.08	-0.11	-0.41	-0.04	0.23	0.07	0.28	0.19	0.47	-0.05	-0.29	-0.71	-0.21	0.36	0.45	0.26	-0.88	-1.28	-0.69	0.82	0.53	-0.96
2007	1	0.29	0.54	0.18	0.37	0.65	0.19	0.2	0.31	0.18	0.45	0.29	0.5	0.35	0.76	-0.02	0.05	0.24	0.01	-0.22	0.41	-0.94	0.43	0.54	0.38	-0.03	-0.2	-0.08
2007	2	0.03	0.01	0.04	0.1	0.04	0.14	-0.04	-0.07	-0.03	0.19	0.19	0.19	0.05	-0.01	0.09	-0.16	-0.23	-0.14	0	-0.64	0.73	-0.25	-0.54	-0.11	-0.85	-0.7	-0.07
2007	3	0.13	0.23	0.09	0.16	0.19	0.14	0.1	0.32	0.05	0.04	0	0.05	0.2	0.23	0.19	0.15	0.6	0.07	-0.06	-0.2	0.09	0.32	0.77	0.11	1.75	0.95	0.74
2007	4	0.02	0.24	-0.06	0.09	0.23	0	-0.05	0.25	-0.11	-0.03	0.04	-0.05	0.15	0.29	0.03	-0.06	0.4	-0.14	0.96	1.07	0.84	0.2	0.83	-0.09	-0.14	0.03	0.24
2007	5	0.02	0.34	-0.11	0.03	0.24	-0.1	0.01	0.57	-0.11	0.02	0.14	-0.02	0.03	0.28	-0.19	0.01	0.87	-0.14	-0.62	-0.49	-0.78	0.64	2.34	-0.16	0.39	0.25	0.54
2007	6	0	0.11	-0.05	0.08	0.07	0.08	-0.09	0.19	-0.14	0	0.02	0	0.11	0.1	0.12	-0.12	0.28	-0.19	0.49	-0.03	1.08	0.75	1.76	0.27	0.09	0.08	-1.57
2007	7	0.05	0.16	0.01	0.09	0.11	0.07	0.02	0.25	-0.03	0.05	0.02	0.05	0.1	0.14	0.06	0.01	0.41	-0.06	0.48	0.4	0.57	0.76	1.57	0.37	0.22	0.23	-0.02
2007	8	0.08	0.18	0.03	0.06	0.18	-0.02	0.1	0.19	0.08	-0.1	-0.02	-0.12	0.16	0.27	0.07	0.17	0.23	0.16	0.3	0.27	0.34	-0.07	0.3	-0.25	0.94	0.93	0.66
2007	9	-0.05	0.09	-0.1	-0.04	0.04	-0.09	-0.06	0.22	-0.11	-0.06	-0.04	-0.06	0	0.09	-0.09	-0.08	0.33	-0.15	-0.62	-0.64	-0.59	-0.77	-0.33	-0.99	0.21	0.23	0.53
2007	10	-0.04	0.06	-0.07	-0.01	0.11	-0.08	-0.07	-0.06	-0.07	-0.23	-0.21	-0.24	0.13	0.2	0.06	0	0.03	0	0.28	0.18	0.38	-0.29	-0.12	-0.37	1.12	0.65	0.43
2007	11	-0.09	-0.05	-0.11	-0.14	-0.04	-0.21	-0.04	-0.07	-0.04	-0.22	-0.07	-0.27	-0.09	-0.02	-0.16	0.05	-0.08	0.07	-0.19	-0.1	-0.29	0.2	0.42	0.09	0.31	0.39	-0.22
2007	12	-0.16	-0.16	-0.15	-0.19	-0.03	-0.29	-0.12	-0.46	-0.05	-0.38	-0.2	-0.43	-0.1	0	-0.18	0.02	-0.6	0.13	0.25	0.17	0.34	-0.44	-1.17	-0.09	-0.1	-0.19	-0.12
2008	1	-0.36	-0.58	-0.28	-0.51	-0.67	-0.41	-0.21	-0.37	-0.18	-0.41	-0.32	-0.44	-0.54	-0.75	-0.35	-0.13	-0.45	-0.08	-0.71	-0.57	-0.86	-0.47	-1.07	-0.18	-1.27	-1.41	0.21
2008	2	-0.29	-0.39	-0.25	-0.2	-0.25	-0.17	-0.39	-0.73	-0.32	-0.55	-0.48	-0.58	-0.01	-0.19	0.14	-0.3	-0.9	-0.19	-0.44	-0.4	-0.48	-0.7	-1.52	-0.32	-0.01	-0.21	-0.67
2008	3	-0.27	0.21	-0.45	-0.06	0.48	-0.4	-0.47	-0.38	-0.49	-0.68	-0.46	-0.74	0.24	0.67	-0.14	-0.34	-0.14	-0.37	-0.26	0.25	-0.84	-0.11	0.38	-0.34	-0.98	-1.02	-0.64
2008	4	-0.25	-0.05	-0.33	-0.09	0	-0.14	-0.41	-0.17	-0.46	-0.63	-0.44	-0.68	0.18	0.12	0.25	-0.28	0.04	-0.34	-0.33	-0.53	-0.1	0.82	1.7	0.4	-0.36	-0.32	-1.13
2008	5	-0.38	-0.19	-0.46	-0.26	-0.13	-0.34	-0.51	-0.32	-0.55	-0.65	-0.48	-0.7	-0.08	-0.06	-0.1	-0.41	-0.14	-0.46	0.4	0.39	0.41	0.19	0.43	0.07	-0.39	-0.45	-0.64
2008	6	-0.31	-0.19	-0.36	-0.3	-0.09	-0.43	-0.32	-0.42	-0.3	-0.45	-0.28	-0.5	-0.21	-0.04	-0.36	-0.27	-0.54	-0.22	-0.34	-0.21	-0.48	-0.91	-1.5	-0.63	-0.48	-0.57	0.44
2008	7	-0.23	-0.13	-0.27	-0.2	-0.17	-0.22	-0.26	-0.04	-0.3	-0.35	-0.29	-0.37	-0.1	-0.12	-0.07	-0.23	0.1	-0.28	-0.14	-0.28	0.02	-0.1	-0.08	-0.11	-0.11	-0.23	-0.58
2008	8	-0.29	-0.23	-0.31	-0.18	-0.03	-0.28	-0.39	-0.68	-0.33	-0.35	-0.13	-0.42	-0.08	0.02	-0.17	-0.42	-1.17	-0.29	0.14	0.12	0.17	-0.8	-1.48	-0.48	-0.16	-0.32	-1.72
2008	9	-0.15	-0.18	-0.14	-0.17	-0.23	-0.14	-0.12	-0.06	-0.14	-0.15	0	-0.19	-0.19	-0.28	-0.11	-0.11	-0.13	-0.1	0.04	-0.04	0.12	-0.1	-0.32	0	-0.47	-0.49	0.12
2008	10	-0.16	0.03	-0.23	-0.14	0.11	-0.3	-0.17	-0.14	-0.18	-0.08	0.05	-0.11	-0.15	0.13	-0.4	-0.25	-0.32	-0.23	-0.48	-0.12	-0.9	-0.83	-1.27	-0.62	-0.09	-0.5	0.41
2008	11	-0.07	0.05	-0.11	-0.12	0.08	-0.25	-0.02	-0.02	-0.02	-0.06	0.16	-0.13	-0.15	0.05	-0.33	0.01	-0.12	0.03	-0.27	-0.15	-0.41	-0.46	-0.73	-0.34	-0.02	-0.3	0.19
2008	12	-0.1	-0.17	-0.07	-0.04	-0.18	0.05	-0.15	-0.14	-0.16	-0.23	-0.07	-0.28	0.07	-0.23	0.34	-0.13	-0.13	-0.13	0.29	-0.03	0.66	-0.51	-0.63	-0.46	-0.39	-0.29	0.11
2009	1	-0.03	0.06	-0.07	0.01	0.11	-0.06	-0.08	-0.06	-0.08	-0.28	-0.12	-0.32	0.18	0.16	0.21	0	0.01	0	0.28	0.24	0.33	-0.09	0	-0.13	0.21	0.05	0.19
2009	2	-0.04	0.18	-0.12	0.09	0.25	-0.02	-0.16	0	-0.19	-0.18	-0.02	-0.23	0.22	0.29	0.17	-0.14	0.16	-0.19	-0.08	-0.32	0.21	-0.33	0.36	-0.66	0	-0.1	0.07
2009	3	-0.09	-0.04	-0.12	-0.14	-0.12	-0.15	-0.05	0.14	-0.09	-0.31	-0.14	-0.36	0	-0.09	0.08	0.04	0.3	-0.01	-0.26	-0.38	-0.13	0.51	0.8	0.38	0.19	-0.07	-0.12
2009	4	-0.13	-0.13	-0.14	-0.15	-0.11	-0.18	-0.12	-0.17	-0.11	-0.1	-0.09	-0.1	-0.18	-0.15	-0.22	-0.13	-0.13	-0.12	-0.38	-0.22	-0.57	-0.51	-0.35	-0.59	-0.48	-0.48	-0.52
2009	5	-0.18	-0.16	-0.19	-0.23	-0.29	-0.2	-0.12	0.14	-0.18	-0.2	-0.2	-0.19	-0.27	-0.34	-0.2	-0.07	0.49	-0.17	-0.34	-0.61	-0.03	0.61	1.75	0.07	0.18	0.22	-0.89
2009	6	-0.29	-0.33	-0.28	-0.38	-0.51	-0.3	-0.21	0.08	-0.27	-0.13	-0.14	-0.12	-0.52	-0.62	-0.44	-0.24	0.29	-0.34	-0.42	-0.28	-0.59	0.34	1.3	-0.11	-0.58	-0.55	-0.05
2009	7	0.08	-0.05	0.14	-0.17	-0.32	-0.07	0.34	0.57	0.29	0.2	0.13	0.22	-0.35	-0.45	-0.26	0.4	0.96	0.3	-0.29	-0.42	-0.14	1.43	2.76	0.8	-1.11	-0.77	0.57
2009	8	-0.06	-0.09	-0.05	-0.08	-0.26	0.03	-0.05	0.28	-0.12	0.21	0.19	0.21	-0.25	-0.4	-0.12	-0.16	0.44	-0.27	-0.41	-0.36	-0.46	0.03	0.27	-0.08	-0.47	-0.46	1.44
2009	9	0.1	0.24	0.04	0.14	0.26	0.07	0.05	0.19	0.03	0.34	0.41	0.32	0.02	0.22	-0.17	-0.08	0.02	-0.09	0.1	0.49	-0.34	-0.44	0.25	-0.77	-0.03	-0.06	0.36
2009	10	0	-0.18	0.07	-0.02	-0.2	0.1	0.02	-0.14	0.06	0.19	0.15	0.21	-0.16	-0.31	-0.02	-0.04	-0.31	0.01	-0.12	-0.26	0.03	-0.31	-0.28	-0.33	-1.23	-0.71	-0.47
2009	11	0.14	0.18	0.12	0.05	0.07	0.04	0.22	0.43	0.18	0.29	0.24	0.31	-0.05	0.04	-0.12	0.16	0.53	0.1	-0.39	-0.71	-0.02	0.54	0.52	0.55	0.83	0.33	0.6
2009	12	-0.01	-0.16	0.05	-0.09	-0.3	0.05	0.07	0.16	0.06	0.3	0.16	0.34	-0.29	-0.44	-0.16	-0.04	0.23	-0.09	0.89	0.38	1.48	0.01	0.19	-0.07	-1.86	-1.16	0.32
2010	1	0.36	0.47	0.32	0.44	0.49	0.41	0.28	0.43	0.25	0.49	0.39	0.53	0.36	0.48	0.25	0.22	0.56	0.16	0.81	0.74	0.89	0.68	1.16	0.46	-0.52	-0.41	0.22
2010	2	0.3	0.25	0.32	0.22	0.14	0.27	0.39	0.51	0.36	0.72	0.69	0.72	-0.06	0.01	-0.13	0.24	0.34	0.22	0.72	0.61	0.84	0.52	0.74	0.42	-2.16	-1.7	-0.37
2010	3	0.39	0.44	0.36	0.4	0.42	0.38	0.38	0.5	0.35	0.66	0.55	0.69	0.24	0.38	0.12	0.24	0.46	0.2	0.28	0.16	0.42	0.33	0.55	0.23	-0.25	-0.36	0.05
2010	4	0.2	0.17	0.21	0.28	0.19	0.34	0.12	0.14	0.12	0.57	0.58	0.57	0.13	0.11	0.14	-0.11	-0.27	-0.09	0.85	0.8	0.91	-0.65	-0.94	-0.52	0.18	0.1	0.62
2010	5	0.29	0.31	0.28	0.42	0.38	0.45	0.15	0.17	0.15	0.68	0.69	0.68	0.27	0.3	0.25	-0.11	-0.23	-0.08	1.1	1.07	1.13	-0.81	-0.57	-0.92	-0.52	-0.39	0.04
2010	6	0.18	0.11	0.21	0.23	0.23	0.24	0.13	-0.16	0.19	0.3	0.38	0.27	0.22	0.21	0.23	0.02	-0.65	0.14	-0.06	-0.28	0.19	-0.99	-1.75	-0.63	0.57	0.41	-0.05
2010	7	0.2	0.13	0.22	0.32	0.41	0.27	0.07	-0.49	0.19	0.13	0.16	0.13	0.44	0.51	0.38	0.02	-1.09	0.22	0.45	0.71	0.15	-1.41	-2.49	-0.89	0.49	0.34	-0.52
2010	8	0.21	0.22	0.21	0.34	0.4	0.3	0.09	-0.2	0.15	0.12	0.26	0.08	0.48	0.46	0.49	0.05	-0.64	0.17	0.58	0.43	0.74	-1.08	-1.88	-0.7	0.85	0.81	-0.08
2010	9	0.2	0.18	0.2	0.15	0.18	0.13	0.24	0.17	0.25	-0.03	0.13	-0.08	0.29	0.25	0.32	0.35	0.05	0.4	0.3	0.02	0.63	0.34	0.29	0.37	0.51	0.78	-0.57
2010	10	0.02	0.07	0.01	-0.01	0.17	-0.13	0.06	-0.17	0.11	-0.12	0.11	-0.19	0.04	0.19	-0.09	0.15	-0.38	0.25	0.39	0.25	0.55	-0.05	-0.15	0	0.1	0.01	-0.92
2010	11	0.01	0.14	-0.04	0.09	0.5	-0.17	-0.06	-0.65	0.06	-0.34	-0.2	-0.38	0.32	0.67	0.01	0.09	-0.95	0.27	0.25	0.7	-0.27	-0.73	-1.28	-0.47	-0.15	0.08	-0.96
2010	12	-0.04	0.08	-0.09	-0.12	0.13	-0.28	0.04	-0.05	0.06	-0.53	-0.28	-0.6	0.1	0.24	-0.03	0.33	0.12	0.37	0.61	0.65	0.57	-0.05	0.08	-0.11	-0.77	-0.84	0.01
2011	1	-0.21	-0.28	-0.18	-0.34	-0.4	-0.31	-0.07	0	-0.08	-0.59	-0.37	-0.66	-0.22	-0.41	-0.04	0.21	0.3	0.19	0.89	0.9	0.88	-0.1	0.48	-0.38	-0.99	-0.56	0.48
2011	2	-0.21	-0.43	-0.13	-0.33	-0.47	-0.23	-0.1	-0.34	-0.05	-0.54	-0.43	-0.58	-0.24	-0.52	0.01	0.16	-0.16	0.22	-0.76	-1.25	-0.21	-0.27	-0.02	-0.38	-0.31	-0.35	-0.41
2011	3	-0.31	-0.33	-0.31	-0.41	-0.41	-0.41	-0.22	-0.16	-0.23	-0.55	-0.5	-0.57	-0.34	-0.39	-0.3	-0.03	0.11	-0.06	0.19	0.11	0.29	0.27	0.44	0.19	-0.21	-0.11	-0.29
2011	4	-0.16	-0.06	-0.2	-0.19	-0.07	-0.27	-0.13	-0.03	-0.15	-0.41	-0.27	-0.45	-0.1	-0.02	-0.17	0.03	0.15	0.01	-0.09	-0.15	-0.02	0.27	1.04	-0.1	0.07	-0.09	-0.46
2011	5	-0.12	-0.11	-0.13	-0.18	-0.1	-0.24	-0.06	-0.13	-0.05	-0.22	0	-0.29	-0.17	-0.12	-0.21	0.03	-0.25	0.08	0.16	0.18	0.13	-0.08	0.06	-0.14	-0.7	-0.53	-0.85
2011	6	0.01	0.09	-0.02	0.02	0.14	-0.05	0	-0.01	0	-0.05	0.15	-0.1	0.04	0.13	-0.04	0.04	-0.14	0.07	0.23	0.2	0.26	0.12	-0.08	0.22	-0.12	-0.15	-0.01
2011	7	0.07	0.23	0.01	0.08	0.17	0.02	0.06	0.37	0	-0.08	0.03	-0.11	0.17	0.2	0.14	0.13	0.63	0.04	0.21	0.3	0.1	1.18	2.08	0.75	0.92	0.66	-0.19
2011	8	0.03	0.15	-0.02	0	0.04	-0.03	0.06	0.41	-0.01	-0.04	0	-0.05	0.03	0.05	0.02	0.09	0.7	-0.02	0.11	0	0.25	1.03	2.1	0.53	0.73	0.43	0.22
2011	9	-0.01	0.14	-0.06	-0.01	0.11	-0.09	0	0.2	-0.04	-0.08	-0.08	-0.09	0.03	0.16	-0.08	0.03	0.41	-0.04	0.26	0.2	0.32	0.65	0.83	0.56	-0.37	-0.4	-0.23
2011	10	-0.23	-0.1	-0.28	-0.17	0.02	-0.29	-0.29	-0.37	-0.27	-0.29	-0.22	-0.31	-0.11	0.06	-0.27	-0.28	-0.4	-0.26	-0.24	-0.15	-0.33	-0.16	0.03	-0.25	-0.28	-0.43	-0.84
2011	11	-0.17	-0.16	-0.18	-0.25	-0.3	-0.21	-0.1	0.15	-0.15	-0.21	-0.17	-0.22	-0.28	-0.35	-0.21	-0.03	0.45	-0.11	-0.4	-0.59	-0.19	0.2	1.04	-0.2	-0.07	-0.63	-0.16
2011	12	-0.12	-0.1	-0.13	-0.15	-0.02	-0.24	-0.1	-0.29	-0.06	-0.2	-0.07	-0.24	-0.13	-0.02	-0.23	-0.04	-0.42	0.03	-0.62	-0.28	-1.02	-0.32	-0.4	-0.28	0.24	-0.03	-0.68
2012	1	-0.34	-0.5	-0.28	-0.39	-0.53	-0.3	-0.29	-0.42	-0.26	-0.34	-0.19	-0.39	-0.42	-0.63	-0.24	-0.26	-0.57	-0.21	-0.11	-0.39	0.22	-0.55	-0.73	-0.46	0.81	-0.02	-0.79
2012	2	-0.38	-0.47	-0.35	-0.37	-0.5	-0.28	-0.4	-0.41	-0.4	-0.49	-0.32	-0.53	-0.28	-0.58	-0.02	-0.38	-0.38	-0.38	0.8	0.72	0.9	-0.04	-0.04	-0.04	0.17	0.15	-1.1
2012	3	-0.17	-0.25	-0.13	-0.21	-0.29	-0.15	-0.12	-0.16	-0.12	-0.38	-0.38	-0.37	-0.08	-0.27	0.08	-0.03	0	-0.04	-0.34	-0.75	0.14	0.29	0.24	0.31	2.24	1.52	-0.21
2012	4	-0.02	0.22	-0.11	0.01	0.4	-0.25	-0.04	-0.18	-0.01	-0.4	-0.3	-0.43	0.28	0.62	-0.03	0.09	-0.19	0.15	0.57	0.9	0.2	-0.04	0.27	-0.18	1.1	1.02	-0.35
2012	5	-0.07	0.17	-0.17	0.1	0.33	-0.05	-0.24	-0.2	-0.25	-0.3	-0.31	-0.3	0.3	0.5	0.13	-0.2	-0.1	-0.22	0.52	0.72	0.28	-0.05	0.12	-0.13	0.81	0.4	-0.83
2012	6	0.01	0.14	-0.05	0.16	0.42	-0.01	-0.15	-0.52	-0.07	-0.3	-0.31	-0.3	0.39	0.61	0.19	-0.05	-0.65	0.05	1.18	1.44	0.89	-0.6	-1.03	-0.4	0.58	0.56	-0.23
